gene	drug.x	efo_terms	interaction_types	max_phase_for_ind	max_phase	eQTL_type	b_3	PPH4_3	b_m3	PPH4_m3	pQTL_3_beta	pQTL_3_SNP.PP.H4	pQTL_m3_beta	pQTL_m3_SNP.PP.H4	evidence_num	note	PMIDs	agingdrug	direction
FYN	ilorasertib	cancer,neoplasm	inhibitor	2,2	2	Blood eQTL	0.460073567859054								1				Y
FYN	nintedanib	neoplasm,renal cell carcinoma,systemic scleroderma,idiopathic pulmonary fibrosis,non-small cell lung carcinoma,hepatocellular carcinoma,acute myeloid leukemia,small cell lung carcinoma,multiple myeloma,cervical adenocarcinoma,mesothelioma,pancreatic carcinoma,sarcoma,malignant pleural mesothelioma,gastric adenocarcinoma,prostate adenocarcinoma,glioblastoma multiforme,cutaneous melanoma,squamous cell lung carcinoma,anaplastic astrocytoma,anaplastic oligodendroglioma,ovarian neoplasm,colorectal neoplasm,interstitial lung disease,upper aerodigestive tract neoplasm,Genital neoplasm, female,gliosarcoma,colorectal carcinoma,bronchiolitis obliterans,urothelial carcinoma,pulmonary fibrosis,lung adenocarcinoma,carcinoid tumor,colon adenocarcinoma,appendix cancer,peritoneum cancer,fallopian tube cancer,salivary gland cancer,breast cancer,ovarian cancer,lung cancer,endometrial cancer,medullary thyroid gland carcinoma,rectal carcinoma,COVID-19,lymphangioleiomyomatosis,hereditary hemorrhagic telangiectasia	inhibitor	4,2,3,4,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,2,1,2,3,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2	4	Blood eQTL	0.460073567859054								1				Y
FYN	pazopanib	neoplasm,colorectal adenocarcinoma,renal cell carcinoma,sarcoma,ovarian neoplasm,cancer,leiomyosarcoma,non-small cell lung carcinoma,glioblastoma multiforme,liposarcoma,prostate adenocarcinoma,osteosarcoma,small cell lung carcinoma,germ cell tumor,head and neck squamous cell carcinoma,chondrosarcoma,breast neoplasm,hepatocellular carcinoma,thyroid carcinoma,acute myeloid leukemia,corneal neovascularization,clear cell renal carcinoma,lymphoma,psoriasis,melanoma,pancreatic carcinoma,angiosarcoma,alveolar soft part sarcoma,gliosarcoma,neuroendocrine neoplasm,soft tissue sarcoma,macular degeneration,peritoneal neoplasm,salivary gland carcinoma,gastric cancer,urinary bladder cancer,peritoneum cancer,fallopian tube cancer,kidney cancer,cervical cancer,breast cancer,ovarian cancer,prostate cancer,lung cancer,solitary fibrous tumor,glioma,urinary bladder carcinoma,gastrointestinal stromal tumor,dermatofibrosarcoma protuberans,hereditary hemorrhagic telangiectasia,lymphedema		4,1,3,3,3,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,3,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2	4	Blood eQTL	0.460073567859054								1				
FYN	vandetanib	mesothelioma,pancreatic carcinoma,thyroid carcinoma,non-small cell lung carcinoma,prostate carcinoma,thyroid neoplasm,hepatocellular carcinoma,neoplasm,clear cell renal carcinoma,neuroblastoma,cancer,head and neck squamous cell carcinoma,acute myeloid leukemia,colorectal adenocarcinoma,glioblastoma multiforme,oligoastrocytoma,small cell lung carcinoma,multiple myeloma,anaplastic astrocytoma,anaplastic oligodendroglioma,esophageal carcinoma,breast neoplasm,head and neck malignant neoplasia,verrucous carcinoma,gliosarcoma,colorectal carcinoma,follicular thyroid carcinoma,papillary thyroid carcinoma,diffuse intrinsic pontine glioma,Central Nervous System Neoplasm,rectum cancer,gastric cancer,urinary bladder cancer,peritoneum cancer,thyroid cancer,fallopian tube cancer,kidney cancer,urethra cancer,breast cancer,ovarian cancer,prostate cancer,ureter cancer,lung cancer,medullary thyroid gland carcinoma,stomach neoplasm,metastasis,malignant glioma,gastrointestinal stromal tumor		2,2,4,3,2,4,2,4,2,1,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,1,2	4	Blood eQTL	0.460073567859054								1				
GDF15	calcitriol	basal cell carcinoma,non-small cell lung carcinoma,psoriasis,systemic lupus erythematosus,breast neoplasm,Hypocalcemia,osteoporosis,hypertension,diabetic nephropathy,Acute kidney injury,myelodysplastic syndrome,Crohn's disease,neoplasm,prostate adenocarcinoma,fibroma,metastatic melanoma,pancreatic carcinoma,postmenopausal osteoporosis,mouth neoplasm,attention deficit hyperactivity disorder,cholangiocarcinoma,Sepsis,chronic kidney disease,hypoparathyroidism,X-linked hypophosphatemia,Central Nervous System Neoplasm,Klinefelter's syndrome,prediabetes syndrome,renal osteodystrophy,breast cancer,prostate cancer,Familial adenomatous polyposis,psoriasis vulgaris,type 1 diabetes mellitus,osteopetrosis,hypophosphatemic rickets		2,1,4,2,2,4,3,2,3,2,2,1,1,2,3,1,2,1,1,1,2,2,4,4,0.5,1,2,1,2,2,3,3,4,2,3,0.5	4	Blood eQTL	-0.334196498931406	0.999922417615872							2				
GDF15	diclofenac	eye inflammation,osteoarthritis, knee,ankylosing spondylitis,basal cell carcinoma,rheumatoid arthritis,Arthralgia,Myalgia,pulmonary embolism,rheumatic disease,infertility,osteoarthritis, hip,carcinoma,neoplasm,Mastodynia,Renal Colic,aging,pain,periodontitis,gastric ulcer,sprain,actinic keratosis,toothache,depressive disorder,keratosis,Dysmenorrhea,inflammation,injury,cataract,osteoarthritis,migraine disorder		4,3,3,2,4,4,4,2,4,3,3,2,1,2,3,1,4,1,3,4,4,3,1,4,4,4,2,4,4,4	4	Blood eQTL	-0.334196498931406	0.999922417615872							2	NSAIDs	32467649,ChEMBL	Y	
GDF15	etoposide	acute lymphoblastic leukemia,leukemia,small cell lung carcinoma,neuroblastoma,ependymoma,neoplasm,non-small cell lung carcinoma,medulloblastoma,Mantle cell lymphoma,chronic lymphocytic leukemia,neoplasm of mature B-cells,Ewing sarcoma,hepatocellular carcinoma,Hodgkins lymphoma,myelodysplastic syndrome,T-cell acute lymphoblastic leukemia,unspecified peripheral T-cell lymphoma,acute monocytic leukemia,acute myeloid leukemia,acute myelomonocytic leukemia,alveolar rhabdomyosarcoma,Burkitts lymphoma,cancer,carcinoma,chronic myelogenous leukemia,diffuse large B-cell lymphoma,embryonal rhabdomyosarcoma,germ cell tumor,Kaposi's sarcoma,lymphoma,oligoastrocytoma,oligodendroglioma,osteosarcoma,sarcoma,squamous cell lung carcinoma,multiple myeloma,anaplastic astrocytoma,pancreatic carcinoma,thymus neoplasm,rhabdomyosarcoma,acute megakaryoblastic leukaemia,acute myeloblastic leukemia without maturation,acute basophilic leukemia,anaplastic large cell lymphoma,refractory anemia,brain neoplasm,relapsing-remitting multiple sclerosis,testicular neoplasm,lymphoid leukemia,testicular carcinoma,primitive neuroectodermal tumor,glioma,colorectal cancer,non-Hodgkins lymphoma,plasma cell leukemia,Thymoma,myeloid sarcoma,Lymphoma, AIDS-Related,gliosarcoma,Merkel cell skin cancer,soft tissue sarcoma,Abnormality of blood and blood-forming tissues,lung adenocarcinoma,AIDS,myeloproliferative disorder,Stiff-Person syndrome,optic nerve glioblastoma,Waldenstrom macroglobulinemia,adrenal cortex carcinoma,acute erythroleukemia,ganglioneuroblastoma,chronic myeloproliferative disorder,anaplastic oligodendroglioma,acute myeloblastic leukemia with maturation,refractory anemia with excess blasts,neuromyelitis optica,Myasthenia gravis,mediastinal cancer,pancreatic endocrine carcinoma,chronic inflammatory demyelinating polyneuropathy,Central Nervous System Neoplasm,Hepatoblastoma,Ovarian Embryonal Carcinoma,Ovarian Yolk Sac Tumor,Testicular Choriocarcinoma,Testicular Yolk Sac Tumor,Opsoclonus-Myoclonus Syndrome,chronic myelomonocytic leukemia,childhood acute lymphoblastic leukemia,lymphoblastic lymphoma,gastric cancer,neutropenia,brain cancer,peritoneum cancer,neuroendocrine carcinoma,fallopian tube cancer,kidney cancer,teratoma,childhood kidney neoplasm,seminoma,childhood ependymoma,childhood germ cell tumor,B-cell neoplasm,breast cancer,ovarian cancer,prostate cancer,lung cancer,classic Hodgkin lymphoma,graft versus host disease,hemophagocytic syndrome,Castleman disease,T-cell non-Hodgkin lymphoma,pilocytic astrocytoma,anaplastic ependymoma,choroid plexus neoplasm,follicular lymphoma,kidney Wilms tumor,adult T-cell leukemia/lymphoma,extranodal nasal NK/T cell lymphoma,neuroepithelial neoplasm,neoplasm of oropharynx,ovarian sex cord-stromal tumor,digestive system neuroendocrine neoplasm,hematopoietic and lymphoid cell neoplasm,T-lymphoblastic lymphoma,HIV-1 infection,COVID-19,glioblastoma multiforme,myelodysplastic/myeloproliferative disease,MALT lymphoma,central nervous system cancer,acute graft vs. host disease,small cell carcinoma,Wilms tumor,retinoblastoma,gestational trophoblastic neoplasm		3,3,3,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,4,3,1,3,2,3,1,3,2,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,1,2,3,2,2,2,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,1,2,1,3,3,3,3,3,3,1,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,0.5,2,3,2,2,2,3,2,2,1,2,2,2,2,3,3,3	4	Blood eQTL	-0.334196498931406	0.999922417615872							2				
GDF15	indole-3-carbinol	neoplasm,obesity,nicotine dependence,breast cancer		1,2,1,1	2	Blood eQTL	-0.334196498931406	0.999922417615872							2				
GDF15	resveratrol	metabolic syndrome,cardiovascular disease,chronic obstructive pulmonary disease,diabetic nephropathy,dilated cardiomyopathy,infertility,neoplasm,memory impairment,insulin resistance,chronic kidney disease,seasonal allergic rhinitis,peripheral arterial disease,aging,Spastic paraplegia,Hypercholesterolemia,inflammation,colorectal adenocarcinoma,hypertension,non-alcoholic fatty liver disease,rectum cancer,liver cancer,follicular lymphoma,malignant colon neoplasm,severe acute respiratory syndrome,concussion,COVID-19,polycystic ovary syndrome,age-related macular degeneration,Alzheimer disease,schizophrenia,type 1 diabetes mellitus,type 2 diabetes mellitus,osteoarthritis,Parkinson disease,Huntington disease,lymphangioleiomyomatosis,Friedreich ataxia		3,1,3,0.5,3,3,1,1,2,3,3,3,2,2,2,3,1,1,2,1,1,2,1,2,1,2,2,2,2,2,0.5,2,3,1,3,2,2	3	Blood eQTL	-0.334196498931406	0.999922417615872							2		ChEMBL	Y	
GGPS1	zoledronic acid	adenocarcinoma,cervical adenocarcinoma,multiple myeloma,osteitis deformans,osteoporosis,osteosarcoma,prostate carcinoma,osteonecrosis,mesothelioma,non-small cell lung carcinoma,postmenopausal osteoporosis,Ewing sarcoma,nasopharyngeal neoplasm,Osteopenia,pain,rheumatoid arthritis,breast neoplasm,Beta-thalassemia,menopause,prostate adenocarcinoma,primary myelofibrosis,renal cell carcinoma,bone disease,reflex sympathetic dystrophy,hepatocellular carcinoma,metastatic prostate cancer,chondrosarcoma,breast ductal carcinoma in situ,neuroblastoma,sarcoma,urogenital neoplasm,bone fracture,non-Hodgkins lymphoma,plasmacytoma,Spinal cord injury,age-related macular degeneration,bone neoplasm,metastasis,osteoarthritis, hip,complex regional pain syndrome,Low back pain,giant cell tumor,kidney cancer,cervical cancer,breast cancer,lung cancer,progeria,myelofibrosis,bone metastasis,prostate cancer,Paget disease,leiomyosarcoma,Hutchinson-Gilford progeria syndrome,sickle cell anemia,osteogenesis imperfecta		1,2,4,4,4,2,4,3,2,3,4,3,2,3,3,3,3,2,1,4,2,2,4,3,2,4,1,2,1,3,2,3,3,3,3,2,3,4,3,2,2,3,2,2,3,3,2,2,4,4,4,2,2,1,3	4	Blood eQTL	-0.200970630208232								1				
ITGAL	busulfan	chronic myelogenous leukemia,brain neoplasm,Ewing sarcoma,leukemia,acute lymphoblastic leukemia,acute myeloid leukemia,multiple myeloma,immune system disease,chronic lymphocytic leukemia,Hodgkins lymphoma,myelodysplastic syndrome,acute monocytic leukemia,acute myelomonocytic leukemia,breast carcinoma,cancer,central nervous system cancer,cutaneous melanoma,diffuse large B-cell lymphoma,genetic disorder,lymphoma,neoplasm,neuroblastoma,sarcoma,HIV infection,lymphoid neoplasm,primary myelofibrosis,acute megakaryoblastic leukaemia,acute myeloblastic leukemia without maturation,acute basophilic leukemia,sign or symptom,myeloproliferative disorder,anemia (phenotype),gamma chain deficiency,hematologic disease,non-Hodgkins lymphoma,plasma cell leukemia,male breast carcinoma,Juvenile Myelomonocytic Leukemia,inflammatory breast carcinoma,Lymphoma, AIDS-Related,X-Linked Combined Immunodeficiency Diseases,Mantle cell lymphoma,Thalassemia,Beta-thalassemia,neoplasm of mature B-cells,AIDS,plasmacytoma,Langerhans Cell Histiocytosis,epidermolysis bullosa,chronic myelomonocytic leukemia,acute erythroleukemia,chronic myeloproliferative disorder,refractory anemia,refractory anemia with excess blasts,Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive,Central Nervous System Neoplasm,Niemann-Pick disease,kidney cancer,liver cancer,childhood germ cell tumor,breast cancer,ovarian cancer,graft versus host disease,T-cell non-Hodgkin lymphoma,follicular lymphoma,hematopoietic and lymphoid cell neoplasm,myelofibrosis,Immunodeficiency,myelodysplastic/myeloproliferative disease,retinoblastoma,chordoma,fucosidosis,Krabbe disease,Sandhoff disease,Tay-Sachs disease,Wiskott-Aldrich syndrome,sickle cell anemia,severe combined immunodeficiency,osteopetrosis,GM1 gangliosidosis,Gaucher disease,chronic granulomatous disease,adrenoleukodystrophy,metachromatic leukodystrophy,osteogenesis imperfecta,Wolman disease,juvenile neuronal ceroid lipofuscinosis,Fanconi anemia,hemoglobinopathy		4,1,3,4,3,3,3,2,2,2,3,3,3,3,4,2,1,3,1,3,4,3,3,1,2,2,3,3,3,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,3,2,3,3,1,2,2,2,1,1,3,1,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2	4	Blood eQTL	0.408051227984434								1				
ITGAL	cyclosporine	atopic eczema,hepatitis C virus infection,lymphoma,Aplastic anemia,pterygium,myelodysplastic syndrome,psoriasis,acute graft vs. host disease,leprosy,myocardial infarction,chronic obstructive pulmonary disease,focal segmental glomerulosclerosis,membranous glomerulonephritis,diabetes mellitus,glaucoma,dry eye syndrome,immune system disease,chronic kidney disease,allergic conjunctivitis,periodontitis,chronic hepatitis C virus infection,Abdominal Aortic Aneurysm,acute myeloid leukemia,autoimmune thrombocytopenic purpura,Acute kidney injury,bronchiolitis obliterans,chronic lymphocytic leukemia,hepatocellular carcinoma,Hodgkins lymphoma,acute lymphoblastic leukemia,cancer,chronic myelogenous leukemia,cutaneous melanoma,infection,juvenile dermatomyositis,leukemia,neoplasm,neuroblastoma,renal cell carcinoma,rheumatoid arthritis,sarcoma,HIV infection,multiple myeloma,liver disease,lymphoid neoplasm,heart disease,lung disease,Stevens-Johnson syndrome,venous thromboembolism,urticaria,Autoimmune Hepatitis,lupus nephritis,non-Hodgkins lymphoma,severe aplastic anemia,aspergillosis,mast-cell leukemia,tropical spastic paraparesis,B-Cell Prolymphocytic Leukemia,T-Cell Prolymphocytic Leukemia,epidermolysis bullosa,Lymphoma, AIDS-Related,colorectal carcinoma,Eczema,Beta-thalassemia,inflammation,Burkitts lymphoma,diffuse large B-cell lymphoma,brain neoplasm,interstitial cystitis,Waldenstrom macroglobulinemia,cardiac arrest,myocarditis,metastasis,Sezary's disease,mycosis fungoides,uveitis,Respiratory Syncytial Virus Infection,Mantle cell lymphoma,kidney failure,colorectal adenocarcinoma,myositis,chronic myeloproliferative disorder,kidney disease,eye disease,Epiphora,childhood acute lymphoblastic leukemia,lymphoblastic lymphoma,neutropenia,pure red-cell aplasia,fallopian tube cancer,kidney cancer,skin cancer,breast cancer,ovarian cancer,prostate cancer,graft versus host disease,hemophagocytic syndrome,thrombotic thrombocytopenic purpura,follicular lymphoma,T-cell large granular lymphocyte leukemia,neuroepithelial neoplasm,brain injury,severe acute respiratory syndrome,ischemia reperfusion injury,Behcet's syndrome,retinal vasculitis,systemic inflammatory response syndrome,atrioventricular septal defect,COVID-19,acute myocardial infarction,keratoconjunctivitis,myelodysplastic/myeloproliferative disease,Anemia, Hemolytic, Autoimmune,type 1 diabetes mellitus,type 2 diabetes mellitus,retinoblastoma,familial lipoprotein lipase deficiency,Leber hereditary optic neuropathy,sickle cell anemia,chronic granulomatous disease,primary membranoproliferative glomerulonephritis,22q11.2 deletion syndrome,osteogenesis imperfecta,mucopolysaccharidosis,Fanconi anemia,hereditary angioedema,hematopoietic and lymphoid cell neoplasm		3,2,3,3,2,3,4,3,2,3,1,3,3,2,2,3,4,3,3,2,3,2,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,2,1,4,2,2,3,2,2,3,2,3,1,1,3,3,3,3,1,2,2,2,2,1,2,3,3,1,4,2,3,1,2,3,3,2,2,1,1,1,1,3,3,3,2,1,2,4,2,3,3,1,3,2,2,3,3,2,2,3,3,3,2,2,0.5,2,2,2,3,3,2,3,2,3,4,2,3,3,1,2,2,2,1,2,3,1,1,1,1,1,2	4	Blood eQTL	0.408051227984434								1				
ITGAL	efalizumab	psoriasis,immune system disease,Sjogren syndrome,atopic eczema,rheumatoid arthritis,age-related macular degeneration,psoriatic arthritis,hidradenitis suppurativa,chronic kidney disease,type 1 diabetes mellitus	antibody|inhibitor	3,4,2,2,2,1,1,1,1,2	4	Blood eQTL	0.408051227984434								1				Y
ITGAL	etoposide	acute lymphoblastic leukemia,leukemia,small cell lung carcinoma,neuroblastoma,ependymoma,neoplasm,non-small cell lung carcinoma,medulloblastoma,Mantle cell lymphoma,chronic lymphocytic leukemia,neoplasm of mature B-cells,Ewing sarcoma,hepatocellular carcinoma,Hodgkins lymphoma,myelodysplastic syndrome,T-cell acute lymphoblastic leukemia,unspecified peripheral T-cell lymphoma,acute monocytic leukemia,acute myeloid leukemia,acute myelomonocytic leukemia,alveolar rhabdomyosarcoma,Burkitts lymphoma,cancer,carcinoma,chronic myelogenous leukemia,diffuse large B-cell lymphoma,embryonal rhabdomyosarcoma,germ cell tumor,Kaposi's sarcoma,lymphoma,oligoastrocytoma,oligodendroglioma,osteosarcoma,sarcoma,squamous cell lung carcinoma,multiple myeloma,anaplastic astrocytoma,pancreatic carcinoma,thymus neoplasm,rhabdomyosarcoma,acute megakaryoblastic leukaemia,acute myeloblastic leukemia without maturation,acute basophilic leukemia,anaplastic large cell lymphoma,refractory anemia,brain neoplasm,relapsing-remitting multiple sclerosis,testicular neoplasm,lymphoid leukemia,testicular carcinoma,primitive neuroectodermal tumor,glioma,colorectal cancer,non-Hodgkins lymphoma,plasma cell leukemia,Thymoma,myeloid sarcoma,Lymphoma, AIDS-Related,gliosarcoma,Merkel cell skin cancer,soft tissue sarcoma,Abnormality of blood and blood-forming tissues,lung adenocarcinoma,AIDS,myeloproliferative disorder,Stiff-Person syndrome,optic nerve glioblastoma,Waldenstrom macroglobulinemia,adrenal cortex carcinoma,acute erythroleukemia,ganglioneuroblastoma,chronic myeloproliferative disorder,anaplastic oligodendroglioma,acute myeloblastic leukemia with maturation,refractory anemia with excess blasts,neuromyelitis optica,Myasthenia gravis,mediastinal cancer,pancreatic endocrine carcinoma,chronic inflammatory demyelinating polyneuropathy,Central Nervous System Neoplasm,Hepatoblastoma,Ovarian Embryonal Carcinoma,Ovarian Yolk Sac Tumor,Testicular Choriocarcinoma,Testicular Yolk Sac Tumor,Opsoclonus-Myoclonus Syndrome,chronic myelomonocytic leukemia,childhood acute lymphoblastic leukemia,lymphoblastic lymphoma,gastric cancer,neutropenia,brain cancer,peritoneum cancer,neuroendocrine carcinoma,fallopian tube cancer,kidney cancer,teratoma,childhood kidney neoplasm,seminoma,childhood ependymoma,childhood germ cell tumor,B-cell neoplasm,breast cancer,ovarian cancer,prostate cancer,lung cancer,classic Hodgkin lymphoma,graft versus host disease,hemophagocytic syndrome,Castleman disease,T-cell non-Hodgkin lymphoma,pilocytic astrocytoma,anaplastic ependymoma,choroid plexus neoplasm,follicular lymphoma,kidney Wilms tumor,adult T-cell leukemia/lymphoma,extranodal nasal NK/T cell lymphoma,neuroepithelial neoplasm,neoplasm of oropharynx,ovarian sex cord-stromal tumor,digestive system neuroendocrine neoplasm,hematopoietic and lymphoid cell neoplasm,T-lymphoblastic lymphoma,HIV-1 infection,COVID-19,glioblastoma multiforme,myelodysplastic/myeloproliferative disease,MALT lymphoma,central nervous system cancer,acute graft vs. host disease,small cell carcinoma,Wilms tumor,retinoblastoma,gestational trophoblastic neoplasm		3,3,3,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,4,3,1,3,2,3,1,3,2,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,1,2,3,2,2,2,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,1,2,1,3,3,3,3,3,3,1,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,0.5,2,3,2,2,2,3,2,2,1,2,2,2,2,3,3,3	4	Blood eQTL	0.408051227984434								1				
ITGAL	fluorouracil	colorectal adenocarcinoma,actinic keratosis,cancer,neoplasm,pancreatic carcinoma,hepatocellular carcinoma,nasopharyngeal neoplasm,ependymoma,breast neoplasm,rectum cancer,esophageal carcinoma,pancreatic neoplasm,gastric carcinoma,head and neck squamous cell carcinoma,myelodysplastic syndrome,adenocarcinoma,carcinoma,gastric adenocarcinoma,glaucoma,lymphoma,renal cell carcinoma,squamous cell carcinoma,melanoma,multiple myeloma,pancreatic ductal adenocarcinoma,non-small cell lung carcinoma,peripheral neuropathy,laryngeal neoplasm,anal neoplasm,uterine neoplasm,stomach neoplasm,colorectal neoplasm,upper aerodigestive tract neoplasm,colonic neoplasm,cholangiocarcinoma,colorectal cancer,esophageal squamous cell carcinoma,head and neck malignant neoplasia,meibomian cyst,Hepatoblastoma,dysplasia of cervix,inflammatory breast carcinoma,peritoneal neoplasm,proliferative vitreoretinopathy,Lymphoma, AIDS-Related,Merkel cell skin cancer,colorectal carcinoma,mucinous carcinoma,central nervous system cancer,basal cell carcinoma,urothelial carcinoma,digestive system neoplasm,metastasis,intrahepatic cholangiocarcinoma,bladder tumor,chronic myeloproliferative disorder,hypopharyngeal carcinoma,non-Hodgkins lymphoma,pancreatic endocrine carcinoma,gastrointestinal disease,neuroendocrine neoplasm,colon adenocarcinoma,thrombotic disease,gastric cancer,urinary bladder cancer,anus cancer,head and neck carcinoma,peritoneum cancer,neuroendocrine carcinoma,laryngeal carcinoma,kidney cancer,digestive system cancer,liver cancer,cervical cancer,biliary tract cancer,anal carcinoma,urethra cancer,breast cancer,esophageal cancer,ovarian cancer,malignant colon neoplasm,neoplasm of esophagus,squamous cell intraepithelial neoplasia,rectal carcinoma,oral squamous cell carcinoma,breast carcinoma,cutaneous melanoma,signet ring cell carcinoma,ovarian carcinoma,metastatic melanoma,paranasal sinus neoplasm,oral cavity cancer,pharynx cancer,head and neck neoplasia,Fallopian Tube Carcinoma,oropharynx squamous cell carcinoma,skin carcinoma,keratosis,biliary tract neoplasm,bile duct cancer,urinary bladder carcinoma,Lynch syndrome,gastrointestinal stromal tumor		3,4,4,4,3,3,3,1,3,3,3,3,3,3,1,4,3,3,3,1,1,3,1,1,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,1,4,3,2,3,3,3,1,3,1,2,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,1,3,2,1,3,3,3,3,1,2,2,4,3,2,3,3,1	4	Blood eQTL	0.408051227984434								1				
ITGAL	lifitegrast	dry eye syndrome,allergic conjunctivitis,eye disease,graft versus host disease	antagonist	4,2,4,0.5	4	Blood eQTL	0.408051227984434								1				Y
ITGAL	mycophenolate mofetil	IGA glomerulonephritis,nephrotic syndrome,cancer,pancreatic carcinoma,pemphigus vulgaris,hepatitis C virus infection,Myasthenia gravis,chronic kidney disease,diffuse scleroderma,Fish-eye disease,vasculitis,acute graft vs. host disease,hypertension,cardiovascular disease,liver disease,Sjogren syndrome,uveitis,pulmonary sarcoidosis,chronic lymphocytic leukemia,hepatocellular carcinoma,Hodgkins lymphoma,myelodysplastic syndrome,acute lymphoblastic leukemia,acute myeloid leukemia,chronic myelogenous leukemia,Crohn's disease,cutaneous melanoma,diffuse large B-cell lymphoma,leukemia,lymphoma,neoplasm,neuroblastoma,psoriasis,renal cell carcinoma,systemic scleroderma,HIV infection,cytomegalovirus infection,age-related macular degeneration,multiple myeloma,lymphoid neoplasm,primary myelofibrosis,systemic lupus erythematosus,kidney disease,heart disease,focal segmental glomerulosclerosis,interstitial lung disease,membranous glomerulonephritis,gout,anti-neutrophil antibody associated vasculitis,autoimmune disease,Granulomatosis with Polyangiitis,lupus nephritis,non-Hodgkins lymphoma,severe aplastic anemia,autoimmune thrombocytopenic purpura,Cauda equina syndrome,B-Cell Prolymphocytic Leukemia,Juvenile Myelomonocytic Leukemia,T-Cell Prolymphocytic Leukemia,epidermolysis bullosa,microscopic polyangiitis,Sezary's disease,Henoch-Schoenlein purpura,mycosis fungoides,Hepatitis, Alcoholic,Takayasu arteritis,Abnormality of blood and blood-forming tissues,Aplastic anemia,Beta-thalassemia,neoplasm of mature B-cells,unspecified peripheral T-cell lymphoma,angioimmunoblastic T-cell lymphoma,Burkitts lymphoma,rheumatoid arthritis,polycythemia vera,anaplastic large cell lymphoma,myeloproliferative disorder,bullous pemphigoid,mast-cell leukemia,Waldenstrom macroglobulinemia,Langerhans Cell Histiocytosis,hairy cell leukemia,Mantle cell lymphoma,chronic myelomonocytic leukemia,kidney failure,chronic myeloproliferative disorder,childhood acute lymphoblastic leukemia,lymphoblastic lymphoma,pure red-cell aplasia,kidney cancer,graft versus host disease,T-cell non-Hodgkin lymphoma,follicular lymphoma,T-cell large granular lymphocyte leukemia,adult T-cell leukemia/lymphoma,extranodal nasal NK/T cell lymphoma,neuroepithelial neoplasm,hematopoietic and lymphoid cell neoplasm,myelofibrosis,diabetic nephropathy,drug-induced liver injury,neuromyelitis optica,interstitial cystitis,mucous membrane pemphigoid,gliosarcoma,limited scleroderma,hematopoietic and lymphoid system neoplasm,MALT lymphoma,glioblastoma multiforme,small cell lung carcinoma,Immunodeficiency,amyotrophic lateral sclerosis,type 1 diabetes mellitus,multiple sclerosis,familial lipoprotein lipase deficiency,Shwachman-Diamond syndrome,Wiskott-Aldrich syndrome,sickle cell anemia,Diamond-Blackfan anemia,severe combined immunodeficiency,22q11.2 deletion syndrome,juvenile neuronal ceroid lipofuscinosis,Fanconi anemia		3,3,3,1,3,3,3,3,1,1,2,3,1,3,2,2,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,2,2,1,2,2,3,2,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,3,2,3,2,3,3,3,2,3,1,2,2,2,2,0.5,2,2,3,2,3,3,2,1,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2	4	Blood eQTL	0.408051227984434								1				
